pid	chromosome	block	CS	CS.size	CS.minp	CS.purity	CS.SNP
EAS	4	52	CS:EAS-4-52-L1	307	7.19e-7	0.8242200672362019	rs1454606,rs1378041,rs1454607,rs1454608,rs13141447,rs13141649,rs35440893,rs10517289,rs9992435,rs66948132,rs12641122,rs1378042,rs10517290,rs1378044,rs717947,rs16989137,rs16989140,rs28549134,rs6830471,rs6811233,rs28634392,rs9998025,rs74446780,rs2124029,rs73125178,rs7685939,rs7675932,rs1454600,rs12649294,rs10023739,rs13135144,rs2198597,rs12649881,rs11097022,rs12648086,rs61548475,rs28495407,rs28430802,rs28429235,rs60362807,rs28422026,rs28600300,rs16989147,rs16989149,rs34714161,rs28582986,rs28379456,rs7662105,rs35071135,rs7340840,rs723626,rs67448032,rs719776,rs6852504,rs34425475,rs13128976,rs66541787,rs7661047,rs7680059,rs1454603,rs28611496,rs10026556,rs1965242,rs13140075,rs12641809,rs33916925,rs1902083,rs10010769,rs67906834,rs1378039,rs16989167,rs10015938,rs6847997,rs73127069,rs28612122,rs28372416,rs67281747,rs36076196,rs9884306,rs2166111,rs67239648,rs67509867,rs10019596,rs10022483,rs13130383,rs13136846,rs73127077,rs13131261,rs35437107,rs34003616,rs28880369,rs67441316,rs28872587,rs10470879,rs34151233,rs10021740,rs10034901,rs10030710,rs57420599,rs10033461,rs10025016,rs9993419,rs71602006,rs28893243,rs34365744,rs28848573,rs28884892,rs28855206,rs28830587,rs28558465,rs13137090,rs13142161,rs13142365,rs28877976,rs11945628,rs4475134,rs35664299,rs9992483,rs13147878,rs9995588,rs9995797,rs7694031,rs7660710,rs1444377,rs16989187,rs16989190,rs28661791,rs1596581,rs7667563,rs7661640,rs28859331,rs28814696,rs13150067,rs13110392,rs28613726,rs28588941,rs13139622,rs28489645,rs1444378,rs12642628,rs9990714,rs2120677,rs2166108,rs7665615,rs9997046,rs28394002,rs28696054,rs34184639,rs6849478,rs6814808,rs6844110,rs13117702,rs7691996,rs7664540,rs7664751,rs28526875,rs1813445,rs2197376,rs28361960,rs1454599,rs67655711,rs35304177,rs28526073,rs28542952,rs28546199,rs28455700,rs28513091,rs28439288,rs28589771,rs76396788,rs13142011,rs10016004,rs28801803,rs7673650,rs35803493,rs7688975,rs6531771,rs6831968,rs1813425,rs28780405,rs1838401,rs61139508,rs10017591,rs57620630,rs28848857,rs28760098,rs28768429,rs34015464,rs28764846,rs13130631,rs6814399,rs6814418,rs6819323,rs6819931,rs28811734,rs13127916,rs61572732,rs10018223,rs10031577,rs10018438,rs10034321,rs10034933,rs7681658,rs67239693,rs16989196,rs4395486,rs9996627,rs35639548,rs10011550,rs10050065,rs28744428,rs35107776,rs7674046,rs59660596,rs28819970,rs4444815,rs13111438,rs6858079,rs2166110,rs6810417,rs13113238,rs13112341,rs12640941,rs7688152,rs7694226,rs7693464,rs7684329,rs1373494,rs10033782,rs2338361,rs7673977,rs2006646,rs7672940,rs7691242,rs7659816,rs7691401,rs13134089,rs1822683,rs1348541,rs28479420,rs57166361,rs7676477,rs35872036,rs34911043,rs13140898,rs9306981,rs10003104,rs1373493,rs12643668,rs12645598,rs12648131,rs6816408,rs3863828,rs28538874,rs10517294,rs13123502,rs1822681,rs66770627,rs73132844,rs6847534,rs6847698,rs6832462,rs10022215,rs6825189,rs71602010,rs68074884,rs68130551,rs10015299,rs12645118,rs59554896,rs10024171,rs67910708,rs58656292,rs13104973,rs13126161,rs10010838,rs35999284,rs6835901,rs3910837,rs13132539,rs13139684,rs13133597,rs7665834,rs7689523,rs7689692,rs35506174,rs1838404,rs7657073,rs1838405,rs13143780,rs34229754,rs35069317,rs35698610,rs13114401,rs13149722,rs66577325,rs67574316,rs55878929,rs13125172,rs13129585,rs13131876,rs6531286,rs6531287,rs6857201,rs725472,rs13136224,rs10049556
EAS	6	108	CS:EAS-6-108-L1	62	1.224e-5	0.5195922982448148	rs768023,rs2253310,rs2764265,rs2490272,rs2802288,rs2802290,rs2802292,rs2802295,rs2764261,rs2764264,rs2022464,rs10457180,rs13217795,rs4946932,rs9400239,rs9398171,rs2153960,rs3800227,rs35396874,rs9398172,rs61192764,rs3800228,rs3800229,rs9374040,rs9400240,rs3800230,rs3800231,rs1935952,rs3800232,rs1935951,rs1935949,rs9398173,rs4946935,rs4945816,rs4946936,rs9400241,rs1062034,rs1159806,rs1268171,rs1268170,rs1268169,rs1268168,rs1268167,rs1268166,rs1268165,rs1268164,rs1268163,rs1268162,rs2207731,rs1268180,rs1268179,rs1268178,rs1268177,rs1268176,rs1268175,rs1268174,rs473268,rs557544,rs514293,rs517924,rs519007,rs520942
EAS	7	83	CS:EAS-7-83-L1	63	6.453e-8	0.6907986632299027	rs1317892,rs1317429,rs1922525,rs9638620,rs4520056,rs28664864,rs17143199,rs73356099,rs1950148,rs7797409,rs12534549,rs12669906,rs11760210,rs7787338,rs10950257,rs12155491,rs28678480,rs12155498,rs10950258,rs4719111,rs12154884,rs2091792,rs3973938,rs6954649,rs11761703,rs10807731,rs6976592,rs57442026,rs73181630,rs6954049,rs7787933,rs6460651,rs6460652,rs6460653,rs4584034,rs4445102,rs7788793,rs7776752,rs4719113,rs4719114,rs12155139,rs28588236,rs12154870,rs10265527,rs12155133,rs2107796,rs2107798,rs2107800,rs7385083,rs28392825,rs2527294,rs2707432,rs11768963,rs2158609,rs2527308,rs9654908,rs2527310,rs2107797,rs2527314,rs10270927,rs10268327,rs10271589,rs10230586
EAS	7	119	CS:EAS-7-119-L1	19	1.338e-6	0.562899160471837	rs4730215,rs2177862,rs7784044,rs11975319,rs6955822,rs6466154,rs861962,rs711441,rs1100418,rs849306,rs849308,rs849309,rs849310,rs849298,rs849300,rs6466155,rs722236,rs997381,rs1544582
EAS	7	124	CS:EAS-7-124-L1	274	7.799e-5	0.6565397541501531	rs58670017,rs73716332,rs151068743,rs73716333,rs2396682,rs2396683,rs6943860,rs35900354,rs11976350,rs13237297,rs11976103,rs2073947,rs2188427,rs6969454,rs17136629,rs7808088,rs11974672,rs2023691,rs2023690,rs2905240,rs1119660,rs2010081,rs989613,rs6962902,rs6963273,rs6466465,rs76361654,rs78160081,rs4515473,rs4265115,rs4407815,rs11534004,rs73433676,rs73716338,rs59599781,rs12674137,rs6962181,rs73716341,rs6944092,rs10953742,rs4371944,rs6976258,rs6942943,rs10953743,rs10254039,rs4236598,rs12705916,rs60786325,rs4490752,rs4596585,rs10808173,rs10239846,rs4270897,rs13247914,rs6969915,rs6466470,rs10247621,rs61075694,rs10808174,rs77554244,rs9641504,rs4422701,rs2974946,rs10223945,rs2974945,rs10274994,rs2974941,rs7789198,rs2974939,rs2968845,rs1799999,rs11973095,rs4730600,rs35436835,rs4330616,rs59437547,rs6964044,rs10228303,rs4730602,rs4730603,rs73716342,rs10231419,rs10250492,rs73716343,rs59646835,rs59847262,rs3857834,rs12673425,rs6466472,rs7792710,rs7795394,rs13230884,rs4406345,rs4727791,rs13242366,rs4360232,rs9641507,rs12155092,rs12671576,rs13221681,rs13236144,rs9641508,rs4513904,rs4404840,rs10953747,rs12666577,rs12673986,rs6942986,rs13221943,rs4373464,rs6963025,rs13236238,rs13223841,rs13237070,rs12673214,rs4629792,rs59948175,rs4730606,rs4730607,rs12674443,rs13239497,rs13242352,rs13228015,rs4265129,rs4439044,rs4421289,rs1580674,rs12536043,rs13238384,rs13227169,rs13227456,rs13227594,rs1602968,rs1602967,rs1586990,rs1586989,rs4320487,rs4595047,rs13235256,rs4730608,rs4730609,rs4730610,rs13226165,rs35412652,rs13242073,rs34761168,rs7809189,rs11765729,rs10953749,rs9640749,rs2396700,rs6955068,rs75261126,rs12705923,rs958840,rs7793264,rs12705924,rs1493947,rs12671011,rs12666649,rs11972969,rs4730611,rs4730612,rs4730613,rs883167,rs883168,rs12705925,rs6960195,rs7781756,rs7798992,rs7799403,rs12705926,rs12705927,rs7787296,rs4730614,rs1038954,rs1038955,rs1964628,rs6943111,rs12705928,rs12705929,rs13236459,rs9641509,rs9640750,rs13235434,rs12705930,rs12705931,rs1472237,rs7791396,rs12705932,rs7778798,rs1117728,rs1493949,rs4730615,rs4727792,rs1304831,rs1602969,rs1602970,rs12705933,rs12666219,rs1908225,rs4554400,rs74301867,rs10953750,rs3947472,rs12669257,rs1908226,rs4730617,rs4730618,rs10500036,rs4727793,rs12669061,rs12669052,rs12534359,rs35691709,rs74756693,rs6975856,rs35689730,rs1552874,rs34299337,rs1552873,rs12540755,rs10953751,rs6952030,rs13222524,rs12705940,rs1038958,rs6972654,rs4727795,rs12670974,rs9641510,rs35206412,rs35204836,rs6951691,rs1602966,rs1602965,rs13228794,rs34779679,rs13232501,rs12668302,rs1845391,rs10953753,rs12673223,rs12668993,rs13247305,rs28485905,rs7357114,rs7357259,rs11491851,rs4730622,rs7795574,rs12533776,rs60716065,rs10246385,rs10235269,rs13238383,rs79809573,rs12531552,rs12534247,rs7809224,rs7809231,rs11534047,rs2396699,rs141548703,rs12535306,rs58313092,rs7458353,rs12537355,rs13229306,rs12538331,rs9692113,rs10500037,rs12705949,rs2035980
EAS	8	71	CS:EAS-8-71-L1	75	3.979e-7	0.6868921865549562	rs298207,rs1440144,rs298210,rs298211,rs192721,rs298213,rs298214,rs298215,rs298216,rs298218,rs298196,rs298197,rs298198,rs298199,rs298200,rs298176,rs298177,rs298179,rs298182,rs298183,rs298184,rs298185,rs298186,rs2577907,rs2612614,rs4604479,rs66858052,rs182317984,rs2577906,rs113903237,rs3098343,rs148415900,rs2612613,rs2612611,rs2612610,rs2577904,rs2600475,rs2612609,rs1869024,rs2600474,rs1155098,rs2612604,rs2600480,rs2577901,rs2612605,rs2577900,rs2612606,rs2600467,rs2246411,rs3110289,rs2612600,rs2600472,rs2600471,rs59712423,rs2577897,rs2600470,rs2612603,rs3110288,rs2577894,rs2612589,rs1376773,rs1823667,rs2218045,rs2600466,rs10282793,rs1530051,rs1530052,rs10504376,rs72656409,rs72656411,rs150940127,rs16931253,rs921498,rs16931273,rs4633099
EAS	10	129	CS:EAS-10-129-L1	14	4.46e-13	0.8674447401436725	rs10883760,rs10883761,rs8354,rs11191368,rs10883765,rs11191375,rs10883766,rs12415043,rs10883767,rs4919669,rs11191379,rs999867,rs12571643,rs4147157
EAS	12	52	CS:EAS-12-52-L1	27	1.044e-6	0.5759029641148565	rs79708380,rs436124,rs679087,rs672107,rs439639,rs302315,rs302317,rs302321,rs10843506,rs10843507,rs7312697,rs721617,rs654825,rs186216,rs302339,rs302340,rs302341,rs302342,rs302343,rs302344,rs167318,rs7316162,rs302347,rs302349,rs302350,rs302352,rs302355
EAS	12	97	CS:EAS-12-97-L1	3	7.518e-8	0.9335722460902491	rs35913203,rs12230394,rs12578201
EAS	12	139	CS:EAS-12-139-L1	201	2.206e-12	0.8186264803523576	rs884956,rs55742290,rs11608811,rs10773921,rs7957096,rs78856743,rs77250160,rs58991895,rs74703625,rs61187102,rs61041384,rs4759367,rs79652218,rs78538199,rs3759113,rs2851447,rs77512518,rs4759406,rs1790135,rs76152284,rs2102949,rs4460848,rs60296110,rs75648402,rs79033960,rs77015199,rs1716180,rs150378933,rs74240768,rs79169804,rs3759111,rs74240769,rs11057189,rs74917517,rs75338498,rs4759407,rs74240770,rs138377250,rs76872194,rs2851443,rs74240771,rs3018099,rs1727319,rs36121382,rs60077920,rs57676984,rs4759408,rs75037792,rs28362667,rs1727332,rs1727331,rs7304782,rs10772997,rs11057202,rs10744150,rs10744151,rs11057205,rs10772999,rs7137286,rs11057207,rs11532322,rs11057209,rs1609520,rs74651379,rs75315573,rs1568427,rs60254089,rs4759411,rs11554169,rs76029248,rs1969355,rs4759372,rs76327404,rs4759413,rs10734900,rs10734901,rs4759414,rs10732573,rs1980251,rs78197735,rs10773002,rs75529277,rs76514049,rs3759114,rs74843013,rs7486723,rs77212643,rs74240779,rs79015132,rs113476796,rs3803001,rs4759374,rs113381333,rs77969964,rs76763582,rs72487570,rs58537268,rs60755632,rs75364398,rs58948739,rs76576325,rs78862746,rs80151828,rs117741953,rs77765598,rs74240781,rs61058270,rs57356592,rs3825141,rs4759419,rs4759421,rs76466196,rs80336138,rs79885827,rs4759376,rs79872003,rs74690356,rs61751327,rs77284983,rs77807587,rs113739544,rs77106645,rs57416942,rs75225286,rs111964104,rs59295450,rs80058611,rs74240784,rs77317455,rs77916750,rs7310756,rs10744152,rs7973131,rs7970080,rs7959415,rs10846517,rs10846519,rs7297649,rs7301163,rs10744153,rs6488869,rs7488340,rs7137243,rs7311304,rs10846520,rs11613711,rs7485967,rs7484644,rs7486223,rs7977563,rs6488870,rs6488871,rs7952835,rs6488872,rs6416289,rs11612234,rs7962723,rs10773011,rs10773012,rs10773013,rs6488874,rs7955367,rs7973878,rs11057283,rs10846523,rs11057287,rs7971557,rs9284166,rs9669069,rs9300256,rs9795593,rs9300257,rs12315739,rs9739565,rs10744154,rs9669169,rs9300259,rs10734902,rs10773018,rs28733606,rs28718696,rs28627651,rs60754073,rs28759130,rs28594416,rs28418709,rs28517382,rs7297888,rs28631903,rs28703745,rs28706693,rs28595660,rs28865692,rs28885203,rs28537583,rs28611282,rs28414347,rs28602967,rs28613486,rs28417583,rs28768122
EAS	13	24	CS:EAS-13-24-L1	19	5.683e-9	0.9926373164663377	rs9567370,rs73167186,rs9567378,rs9567380,rs2073999,rs7992065,rs9567394,rs73169104,rs9567413,rs73169119,rs73169120,rs9567419,rs9567420,rs61750791,rs73169124,rs9562552,rs9567426,rs9562556,rs9567439
EAS	13	54	CS:EAS-13-54-L1	89	1.267e-6	0.9039762730482311	rs1469873,rs17054511,rs4886039,rs9563560,rs9569780,rs2321151,rs9563564,rs9569788,rs9563565,rs9569791,rs4886049,rs68160525,rs35576707,rs9569794,rs12875541,rs9563567,rs9563568,rs9563569,rs12857884,rs9569798,rs7999764,rs9569800,rs12585496,rs12583893,rs9316964,rs9316965,rs9316967,rs12871811,rs12585096,rs1326537,rs1326538,rs36077647,rs9634879,rs9634880,rs9634698,rs9634881,rs9634882,rs9569807,rs7985226,rs9919848,rs7988221,rs12866691,rs12873071,rs12872173,rs61957689,rs11148421,rs11148422,rs11148423,rs2121059,rs2121058,rs8000972,rs35298938,rs12431244,rs9569808,rs7998206,rs7996731,rs34399097,rs9788392,rs12870875,rs60597190,rs9788367,rs9569810,rs34959468,rs11148424,rs12866015,rs9563574,rs9563575,rs11148425,rs895283,rs9569812,rs895282,rs9569813,rs1409524,rs12583517,rs9569814,rs35559811,rs9569815,rs2166317,rs9569816,rs9563576,rs12585686,rs9569817,rs12855303,rs8001420,rs34723208,rs7989885,rs7988244,rs7991679,rs11148426
EAS	13	54	CS:EAS-13-54-L2	149	3.919e-6	0.5267590366804451	rs71428216,rs9591751,rs2314785,rs1528258,rs9597388,rs9597389,rs9597391,rs9597392,rs2784002,rs34438314,rs9537365,rs9591754,rs4885966,rs9591755,rs4884252,rs9316850,rs9569461,rs71428218,rs2784012,rs2178168,rs9597394,rs9597395,rs9527506,rs9597396,rs9597397,rs9591757,rs9591758,rs9316851,rs9316852,rs9597399,rs9597400,rs2803484,rs2784017,rs2803485,rs3850077,rs4118149,rs13379028,rs4448813,rs9597402,rs9591760,rs9597403,rs59918226,rs4063502,rs9527507,rs9972002,rs9537372,rs61950680,rs3850078,rs2803489,rs12584191,rs7982878,rs9316853,rs4885969,rs9537375,rs12872193,rs9527510,rs791158,rs791160,rs9597405,rs9597406,rs9597407,rs9597408,rs791163,rs791165,rs4885970,rs9597409,rs1578503,rs9591762,rs9597410,rs9597411,rs7998979,rs2105389,rs71428219,rs2211510,rs9597412,rs1578510,rs1547800,rs7333610,rs7333323,rs7139907,rs9597413,rs9569466,rs7330861,rs7330224,rs7330226,rs9597414,rs7320043,rs9527513,rs2314787,rs7326410,rs4885971,rs1417857,rs12859440,rs7331476,rs9563405,rs9569468,rs7984363,rs7986436,rs9597416,rs4885973,rs9591763,rs9537385,rs9316856,rs9316857,rs2275664,rs2275665,rs9537387,rs9537388,rs7322301,rs3905100,rs12853934,rs9569470,rs9569471,rs7322650,rs34510180,rs7491664,rs4884255,rs9537398,rs7337609,rs2000159,rs7321235,rs9597419,rs1417860,rs9537399,rs9597420,rs9569474,rs9597421,rs4885974,rs9316860,rs9591765,rs1361586,rs9597422,rs13378557,rs12874445,rs10507610,rs1417856,rs2000155,rs1954432,rs8001565,rs58328352,rs10507611,rs10162048,rs9591766,rs12184698,rs10454570,rs9591767,rs7996819,rs9537433,rs953618
