pheno	pid	chromosome	block	UKBB_nCS	GLGC_nCS	UKBB_in_GLGC	GLGC_in_UKBB
TC	EAS	4	151	0	0	0	0
TC	EAS	4	156	0	0	0	0
TC	EAS	4	159	0	0	0	0
TC	EAS	4	161	0	0	0	0
TC	EAS	4	162	0	0	0	0
TC	EAS	4	203	0	0	0	0
TC	EAS	5	6	0	0	0	0
TC	EAS	5	28	0	0	0	0
TC	EAS	5	43	0	0	0	0
TC	EAS	5	56	0	0	0	0
TC	EAS	5	57	0	0	0	0
TC	EAS	5	64	0	0	0	0
TC	EAS	5	68	0	0	0	0
TC	EAS	5	69	0	0	0	0
TC	EAS	5	71	0	0	0	0
TC	EAS	5	74	0	0	0	0
TC	EAS	5	81	0	0	0	0
TC	EAS	5	84	0	0	0	0
TC	EAS	5	85	0	1	0	0
TC	EAS	5	92	0	0	0	0
TC	EAS	5	109	0	0	0	0
TC	EAS	5	130	0	0	0	0
TC	EAS	5	134	0	0	0	0
TC	EAS	5	136	0	0	0	0
TC	EAS	5	146	0	0	0	0
TC	EAS	5	147	0	0	0	0
TC	EAS	5	154	0	0	0	0
TC	EAS	5	156	0	0	0	0
TC	EAS	5	158	0	0	0	0
TC	EAS	5	165	0	0	0	0
TC	EAS	5	166	0	1	0	0
TC	EAS	5	167	0	0	0	0
TC	EAS	5	168	0	0	0	0
TC	EAS	5	191	0	0	0	0
TC	EAS	5	202	0	0	0	0
TC	EAS	5	207	0	0	0	0
TC	EAS	5	210	0	0	0	0
TC	EAS	5	211	0	0	0	0
TC	EAS	6	1	0	1	0	0
TC	EAS	6	19	0	0	0	0
TC	EAS	6	20	0	0	0	0
TC	EAS	6	25	0	0	0	0
TC	EAS	6	27	0	1	0	0
TC	EAS	6	30	0	0	0	0
TC	EAS	6	34	0	0	0	0
TC	EAS	6	35	0	0	0	0
TC	EAS	6	39	0	0	0	0
TC	EAS	6	43	0	0	0	0
TC	EAS	6	44	0	0	0	0
TC	EAS	6	47	0	0	0	0
TC	EAS	6	51	0	0	0	0
TC	EAS	6	52	0	0	0	0
TC	EAS	6	53	0	0	0	0
TC	EAS	6	56	0	0	0	0
TC	EAS	6	58	0	0	0	0
TC	EAS	6	63	0	0	0	0
TC	EAS	6	64	0	0	0	0
TC	EAS	6	65	0	0	0	0
TC	EAS	6	69	0	0	0	0
TC	EAS	6	72	0	0	0	0
TC	EAS	6	73	0	0	0	0
TC	EAS	6	75	0	0	0	0
TC	EAS	6	76	0	0	0	0
TC	EAS	6	85	0	0	0	0
TC	EAS	6	87	0	0	0	0
TC	EAS	6	88	0	0	0	0
TC	EAS	6	94	0	0	0	0
TC	EAS	6	99	0	0	0	0
TC	EAS	6	100	0	0	0	0
TC	EAS	6	101	0	1	0	0
TC	EAS	6	105	0	0	0	0
TC	EAS	6	109	0	0	0	0
TC	EAS	6	115	0	1	0	0
TC	EAS	6	116	0	0	0	0
TC	EAS	6	117	0	0	0	0
TC	EAS	6	124	0	0	0	0
TC	EAS	6	127	0	0	0	0
TC	EAS	6	128	0	0	0	0
TC	EAS	6	130	0	0	0	0
TC	EAS	6	134	0	1	0	0
TC	EAS	6	135	0	0	0	0
TC	EAS	6	137	0	0	0	0
TC	EAS	6	138	0	0	0	0
TC	EAS	6	140	0	0	0	0
TC	EAS	6	146	0	0	0	0
TC	EAS	6	148	0	0	0	0
TC	EAS	6	154	0	0	0	0
TC	EAS	6	158	0	0	0	0
TC	EAS	6	160	0	0	0	0
TC	EAS	6	168	0	0	0	0
TC	EAS	6	169	0	2	0	0
TC	EAS	6	183	0	0	0	0
TC	EAS	7	3	0	0	0	0
TC	EAS	7	5	0	0	0	0
TC	EAS	7	6	0	0	0	0
TC	EAS	7	11	0	0	0	0
TC	EAS	7	12	0	0	0	0
TC	EAS	7	28	0	0	0	0
TC	EAS	7	33	0	1	0	0
TC	EAS	7	37	1	1	0	0
TC	EAS	7	40	0	0	0	0
TC	EAS	7	41	0	0	0	0
TC	EAS	7	42	0	1	0	0
TC	EAS	7	44	0	0	0	0
TC	EAS	7	50	0	0	0	0
TC	EAS	7	51	0	0	0	0
TC	EAS	7	58	0	1	0	0
TC	EAS	7	66	0	0	0	0
TC	EAS	7	67	0	0	0	0
TC	EAS	7	73	0	1	0	0
TC	EAS	7	85	0	0	0	0
TC	EAS	7	87	0	0	0	0
TC	EAS	7	88	0	0	0	0
TC	EAS	7	89	0	0	0	0
TC	EAS	7	95	0	0	0	0
TC	EAS	7	99	0	0	0	0
TC	EAS	7	103	0	0	0	0
TC	EAS	7	107	0	0	0	0
TC	EAS	7	109	0	1	0	0
TC	EAS	7	111	0	0	0	0
TC	EAS	7	112	0	0	0	0
TC	EAS	7	113	0	0	0	0
TC	EAS	7	119	0	0	0	0
TC	EAS	7	125	0	0	0	0
TC	EAS	7	127	0	0	0	0
TC	EAS	7	131	0	0	0	0
TC	EAS	7	132	0	0	0	0
TC	EAS	7	133	0	0	0	0
TC	EAS	7	134	0	0	0	0
TC	EAS	7	138	0	0	0	0
TC	EAS	7	139	0	0	0	0
TC	EAS	7	140	0	0	0	0
TC	EAS	7	141	0	0	0	0
TC	EAS	7	142	0	0	0	0
TC	EAS	7	147	0	0	0	0
TC	EAS	7	152	0	0	0	0
TC	EAS	7	159	0	0	0	0
TC	EAS	7	162	0	0	0	0
TC	EAS	7	176	0	0	0	0
TC	EAS	7	177	0	0	0	0
TC	EAS	7	187	0	1	0	0
TC	EAS	8	17	0	0	0	0
TC	EAS	8	29	0	1	0	0
TC	EAS	8	32	0	0	0	0
TC	EAS	8	36	0	0	0	0
TC	EAS	8	39	0	0	0	0
TC	EAS	8	41	0	0	0	0
TC	EAS	8	42	0	0	0	0
TC	EAS	8	43	0	0	0	0
TC	EAS	8	44	0	0	0	0
TC	EAS	8	45	0	0	0	0
TC	EAS	8	57	0	0	0	0
TC	EAS	8	59	0	0	0	0
TC	EAS	8	65	0	1	0	0
TC	EAS	8	68	0	2	0	0
TC	EAS	8	69	0	0	0	0
TC	EAS	8	78	0	0	0	0
TC	EAS	8	81	0	0	0	0
TC	EAS	8	83	0	0	0	0
TC	EAS	8	84	0	0	0	0
TC	EAS	8	85	0	0	0	0
TC	EAS	8	88	0	0	0	0
TC	EAS	8	106	0	0	0	0
TC	EAS	8	109	0	0	0	0
TC	EAS	8	110	0	0	0	0
TC	EAS	8	113	0	1	0	0
TC	EAS	8	118	0	1	0	0
TC	EAS	8	121	0	0	0	0
TC	EAS	8	124	0	0	0	0
TC	EAS	8	125	0	1	0	0
TC	EAS	8	126	0	0	0	0
TC	EAS	8	135	0	0	0	0
TC	EAS	8	153	0	0	0	0
TC	EAS	8	159	0	0	0	0
TC	EAS	8	160	0	0	0	0
TC	EAS	9	4	0	0	0	0
TC	EAS	9	5	0	0	0	0
TC	EAS	9	9	0	0	0	0
TC	EAS	9	12	0	0	0	0
TC	EAS	9	13	0	0	0	0
TC	EAS	9	31	0	0	0	0
TC	EAS	9	33	0	0	0	0
TC	EAS	9	36	0	0	0	0
TC	EAS	9	39	0	0	0	0
TC	EAS	9	40	0	0	0	0
TC	EAS	9	51	0	0	0	0
TC	EAS	9	53	0	0	0	0
TC	EAS	9	69	0	0	0	0
TC	EAS	9	70	0	0	0	0
TC	EAS	9	72	0	0	0	0
TC	EAS	9	73	0	0	0	0
TC	EAS	9	89	0	0	0	0
TC	EAS	9	93	0	0	0	0
TC	EAS	9	99	0	0	0	0
TC	EAS	9	100	0	0	0	0
TC	EAS	9	102	0	0	0	0
TC	EAS	9	103	0	0	0	0
TC	EAS	9	104	0	0	0	0
TC	EAS	9	105	0	0	0	0
TC	EAS	9	106	0	0	0	0
TC	EAS	9	107	0	0	0	0
TC	EAS	9	109	0	0	0	0
TC	EAS	9	110	0	2	0	0
TC	EAS	9	111	0	1	0	0
TC	EAS	9	112	0	0	0	0
TC	EAS	9	113	0	0	0	0
TC	EAS	9	114	0	0	0	0
TC	EAS	9	115	0	0	0	0
TC	EAS	9	116	0	1	0	0
TC	EAS	9	118	0	0	0	0
TC	EAS	9	119	0	0	0	0
TC	EAS	9	121	0	0	0	0
TC	EAS	9	124	0	0	0	0
TC	EAS	9	125	0	0	0	0
TC	EAS	9	134	0	0	0	0
TC	EAS	9	140	0	1	0	0
TC	EAS	9	142	0	0	0	0
TC	EAS	9	144	0	1	0	0
TC	EAS	9	145	0	0	0	0
TC	EAS	9	149	0	3	0	0
TC	EAS	9	153	0	0	0	0
TC	EAS	9	160	0	0	0	0
TC	EAS	9	161	0	0	0	0
TC	EAS	10	13	0	0	0	0
TC	EAS	10	22	0	0	0	0
TC	EAS	10	43	0	0	0	0
TC	EAS	10	44	0	0	0	0
TC	EAS	10	46	0	0	0	0
TC	EAS	10	52	0	0	0	0
TC	EAS	10	53	0	0	0	0
TC	EAS	10	58	0	0	0	0
TC	EAS	10	59	0	0	0	0
TC	EAS	10	67	0	0	0	0
TC	EAS	10	69	0	0	0	0
TC	EAS	10	70	0	0	0	0
TC	EAS	10	73	0	0	0	0
TC	EAS	10	77	0	0	0	0
TC	EAS	10	80	0	0	0	0
TC	EAS	10	81	0	0	0	0
TC	EAS	10	84	0	0	0	0
TC	EAS	10	85	0	0	0	0
TC	EAS	10	92	0	1	0	0
TC	EAS	10	100	0	0	0	0
TC	EAS	10	101	0	0	0	0
TC	EAS	10	109	0	0	0	0
TC	EAS	10	110	0	0	0	0
TC	EAS	10	112	0	0	0	0
TC	EAS	10	113	0	0	0	0
TC	EAS	10	117	0	0	0	0
TC	EAS	10	120	0	0	0	0
TC	EAS	10	121	0	0	0	0
TC	EAS	10	123	0	0	0	0
TC	EAS	10	126	0	0	0	0
TC	EAS	10	127	0	0	0	0
TC	EAS	10	129	0	0	0	0
TC	EAS	10	130	0	0	0	0
TC	EAS	10	131	0	0	0	0
TC	EAS	10	137	0	1	0	0
TC	EAS	10	138	0	1	0	0
TC	EAS	10	140	0	0	0	0
TC	EAS	10	144	0	0	0	0
TC	EAS	10	150	0	0	0	0
TC	EAS	10	152	0	0	0	0
TC	EAS	10	154	0	0	0	0
TC	EAS	10	176	0	0	0	0
TC	EAS	10	177	0	0	0	0
TC	EAS	11	2	0	0	0	0
TC	EAS	11	3	0	0	0	0
TC	EAS	11	4	0	0	0	0
TC	EAS	11	7	0	0	0	0
TC	EAS	11	11	0	0	0	0
TC	EAS	11	12	0	0	0	0
TC	EAS	11	22	0	0	0	0
TC	EAS	11	28	0	0	0	0
TC	EAS	11	30	0	0	0	0
TC	EAS	11	31	0	0	0	0
TC	EAS	11	33	0	0	0	0
TC	EAS	11	56	0	0	0	0
TC	EAS	11	57	0	0	0	0
TC	EAS	11	75	0	0	0	0
TC	EAS	11	76	0	1	0	0
TC	EAS	11	78	0	1	0	0
TC	EAS	11	79	0	0	0	0
TC	EAS	11	80	0	0	0	0
TC	EAS	11	81	0	0	0	0
TC	EAS	11	82	0	0	0	0
TC	EAS	11	86	0	0	0	0
TC	EAS	11	88	0	1	0	0
TC	EAS	11	90	0	0	0	0
TC	EAS	11	107	0	0	0	0
TC	EAS	11	108	0	0	0	0
TC	EAS	11	117	0	0	0	0
TC	EAS	11	121	0	0	0	0
TC	EAS	11	125	0	0	0	0
TC	EAS	11	128	0	0	0	0
TC	EAS	11	129	0	3	0	0
TC	EAS	11	133	0	1	0	0
TC	EAS	11	140	0	0	0	0
TC	EAS	11	142	0	0	0	0
TC	EAS	11	147	0	1	0	0
TC	EAS	11	163	0	0	0	0
TC	EAS	12	1	0	0	0	0
TC	EAS	12	12	0	0	0	0
TC	EAS	12	13	0	0	0	0
TC	EAS	12	17	0	0	0	0
TC	EAS	12	18	0	0	0	0
TC	EAS	12	23	0	1	0	0
TC	EAS	12	26	0	0	0	0
TC	EAS	12	27	0	0	0	0
TC	EAS	12	29	0	0	0	0
TC	EAS	12	42	0	0	0	0
TC	EAS	12	45	0	0	0	0
TC	EAS	12	47	0	0	0	0
TC	EAS	12	48	0	0	0	0
TC	EAS	12	49	0	0	0	0
TC	EAS	12	51	0	1	0	0
TC	EAS	12	52	0	0	0	0
TC	EAS	12	59	0	0	0	0
TC	EAS	12	60	0	0	0	0
TC	EAS	12	61	0	0	0	0
TC	EAS	12	62	0	1	0	0
TC	EAS	12	63	0	0	0	0
TC	EAS	12	64	0	0	0	0
TC	EAS	12	66	0	0	0	0
TC	EAS	12	67	0	0	0	0
TC	EAS	12	69	0	0	0	0
TC	EAS	12	71	0	0	0	0
TC	EAS	12	72	0	0	0	0
TC	EAS	12	82	0	0	0	0
TC	EAS	12	97	0	0	0	0
TC	EAS	12	98	0	0	0	0
TC	EAS	12	106	0	0	0	0
TC	EAS	12	110	0	1	0	0
TC	EAS	12	113	0	0	0	0
TC	EAS	12	116	0	0	0	0
TC	EAS	12	117	0	0	0	0
TC	EAS	12	119	0	0	0	0
TC	EAS	12	120	0	0	0	0
TC	EAS	12	121	0	1	0	0
TC	EAS	12	122	0	0	0	0
TC	EAS	12	123	0	0	0	0
TC	EAS	12	127	0	0	0	0
TC	EAS	12	128	0	0	0	0
TC	EAS	12	129	0	0	0	0
TC	EAS	12	138	0	1	0	0
TC	EAS	12	139	0	2	0	0
TC	EAS	12	140	0	1	0	0
TC	EAS	12	141	0	1	0	0
TC	EAS	13	18	0	0	0	0
TC	EAS	13	21	0	0	0	0
TC	EAS	13	24	0	0	0	0
TC	EAS	13	25	0	2	0	0
TC	EAS	13	40	0	0	0	0
TC	EAS	13	44	0	0	0	0
TC	EAS	13	45	0	0	0	0
TC	EAS	13	50	0	0	0	0
TC	EAS	13	66	0	0	0	0
TC	EAS	13	69	0	0	0	0
TC	EAS	13	70	0	0	0	0
TC	EAS	13	84	0	0	0	0
TC	EAS	13	95	0	0	0	0
TC	EAS	13	96	0	0	0	0
TC	EAS	13	111	0	0	0	0
TC	EAS	13	115	0	0	0	0
TC	EAS	13	116	0	0	0	0
TC	EAS	13	118	0	0	0	0
TC	EAS	13	124	0	0	0	0
TC	EAS	13	125	0	0	0	0
TC	EAS	14	4	0	1	0	0
TC	EAS	14	10	0	0	0	0
TC	EAS	14	11	0	0	0	0
TC	EAS	14	14	0	0	0	0
TC	EAS	14	23	0	0	0	0
TC	EAS	14	31	0	0	0	0
TC	EAS	14	35	0	0	0	0
TC	EAS	14	43	0	0	0	0
TC	EAS	14	63	0	0	0	0
TC	EAS	14	67	0	0	0	0
TC	EAS	14	68	0	0	0	0
TC	EAS	14	72	0	0	0	0
TC	EAS	14	73	0	0	0	0
TC	EAS	14	93	0	0	0	0
TC	EAS	14	96	0	0	0	0
TC	EAS	14	105	0	0	0	0
TC	EAS	14	106	0	0	0	0
TC	EAS	14	120	0	0	0	0
TC	EAS	14	121	0	0	0	0
TC	EAS	14	126	0	0	0	0
TC	EAS	14	127	0	0	0	0
TC	EAS	14	129	0	0	0	0
TC	EAS	15	37	0	1	0	0
TC	EAS	15	44	0	0	0	0
TC	EAS	15	45	0	0	0	0
TC	EAS	15	46	0	1	0	0
TC	EAS	15	47	0	0	0	0
TC	EAS	15	50	0	0	0	0
TC	EAS	15	52	0	3	0	0
TC	EAS	15	53	0	1	0	0
TC	EAS	15	54	0	0	0	0
TC	EAS	15	59	0	0	0	0
TC	EAS	15	62	0	0	0	0
TC	EAS	15	63	0	0	0	0
TC	EAS	15	64	0	0	0	0
TC	EAS	15	66	0	0	0	0
TC	EAS	15	80	0	0	0	0
TC	EAS	15	83	0	0	0	0
TC	EAS	15	85	0	0	0	0
TC	EAS	15	88	0	0	0	0
TC	EAS	15	102	0	0	0	0
TC	EAS	15	111	0	0	0	0
TC	EAS	15	117	0	0	0	0
TC	EAS	16	1	0	0	0	0
TC	EAS	16	2	0	0	0	0
TC	EAS	16	4	0	0	0	0
TC	EAS	16	5	0	0	0	0
TC	EAS	16	6	0	0	0	0
TC	EAS	16	9	0	0	0	0
TC	EAS	16	31	0	1	0	0
TC	EAS	16	32	0	1	0	0
TC	EAS	16	33	0	0	0	0
TC	EAS	16	37	0	0	0	0
TC	EAS	16	41	0	0	0	0
TC	EAS	16	43	0	0	0	0
TC	EAS	16	58	0	0	0	0
TC	EAS	16	59	0	0	0	0
TC	EAS	16	63	0	0	0	0
TC	EAS	16	70	0	0	0	0
TC	EAS	16	74	0	0	0	0
TC	EAS	16	75	0	2	0	0
TC	EAS	16	76	0	2	0	0
TC	EAS	16	79	0	0	0	0
TC	EAS	16	83	0	0	0	0
TC	EAS	16	85	0	0	0	0
TC	EAS	16	88	0	1	0	0
TC	EAS	16	89	0	1	0	0
TC	EAS	16	90	0	0	0	0
TC	EAS	16	91	0	0	0	0
TC	EAS	16	94	0	0	0	0
TC	EAS	16	99	0	0	0	0
TC	EAS	16	100	0	0	0	0
TC	EAS	16	101	0	0	0	0
TC	EAS	16	103	0	0	0	0
TC	EAS	16	104	0	0	0	0
TC	EAS	16	110	0	0	0	0
TC	EAS	16	113	0	0	0	0
TC	EAS	17	9	0	1	0	0
TC	EAS	17	16	0	0	0	0
TC	EAS	17	17	0	0	0	0
TC	EAS	17	22	0	0	0	0
TC	EAS	17	23	0	0	0	0
TC	EAS	17	24	0	0	0	0
TC	EAS	17	25	0	0	0	0
TC	EAS	17	28	0	0	0	0
TC	EAS	17	30	0	0	0	0
TC	EAS	17	49	0	0	0	0
TC	EAS	17	51	0	0	0	0
TC	EAS	17	53	0	0	0	0
TC	EAS	17	54	0	0	0	0
TC	EAS	17	55	0	0	0	0
TC	EAS	17	65	0	0	0	0
TC	EAS	17	70	0	0	0	0
TC	EAS	17	71	0	0	0	0
TC	EAS	17	73	0	0	0	0
TC	EAS	17	74	0	1	0	0
TC	EAS	17	75	0	1	0	0
TC	EAS	17	76	0	0	0	0
TC	EAS	17	78	0	0	0	0
TC	EAS	17	80	0	0	0	0
TC	EAS	17	85	0	0	0	0
TC	EAS	17	87	0	0	0	0
TC	EAS	17	90	0	0	0	0
TC	EAS	17	94	0	0	0	0
TC	EAS	17	95	0	0	0	0
TC	EAS	17	97	0	0	0	0
TC	EAS	17	98	0	0	0	0
TC	EAS	17	100	0	0	0	0
TC	EAS	17	101	0	0	0	0
TC	EAS	17	102	0	1	0	0
TC	EAS	17	103	0	0	0	0
TC	EAS	17	104	0	0	0	0
TC	EAS	17	105	0	0	0	0
TC	EAS	17	109	0	0	0	0
TC	EAS	17	116	0	0	0	0
TC	EAS	17	117	0	0	0	0
TC	EAS	17	118	0	0	0	0
TC	EAS	17	121	0	0	0	0
TC	EAS	17	123	0	0	0	0
TC	EAS	17	125	0	0	0	0
TC	EAS	17	128	0	0	0	0
TC	EAS	17	130	0	0	0	0
